8-550-554-555-557-565-638-835,0-821
9-552-554-555-562-571-643-833,0-821
2-547-553-555-558-576-639-833,0-821
23-551-554-555-558-565-638-831,0-821
27-550-553-555-560-565-653-831,0-821
9-549-553-555-558-571-643-831,0-821
3-547-553-555-560-573-640-833,0-821
3-547-553-555-558-573-640-831,0-821
26-546-553-555-558-571-643-831,0-821
12-547-553-555-557-574-648-833,0-821
13-549-553-555-557-566-646-831,0-821
9-552-554-555-558-571-643-833,0-821
9-546-553-555-560-571-643-833,0-821
16-547-553-555-558-584-638-831,0-821
9-546-553-555-562-571-643-833,0-821
26-549-553-555-560-620-638-832,0-821
1-551-554-555-559-570-638-833,0-821
18-548-553-555-562-606-638-832,0-821
15-546-553-555-557-572-649-831,0-821
35-550-553-555-558-566-646-832,0-821
35-550-553-555-558-566-646-832,0-821
36-549-553-555-558-565-660-830,0-821
11-550-554-555-557-565-638-835,0-821
23-552-554-555-558-565-638-834,0-821
37-546-553-555-558-575-638-831,0-821
32-550-553-555-557-566-656-833,0-821
6-546-553-555-558-571-642-831,0-821
31-548-553-555-558-573-640-831,0-821
2-552-554-555-557-576-639-831,0-821
3-550-553-555-558-573-640-831,0-821
15-548-553-555-557-572-649-831,0-821
29-552-554-555-561-569-654-831,0-821
10-552-554-555-557-565-638-831,0-821
38-550-554-555-558-566-655-834,0-821
10-551-554-555-558-565-638-833,0-821
26-552-554-555-557-576-639-832,0-821
17-549-553-555-558-569-661-832,0-821
29-546-553-555-558-569-654-832,0-821
16-548-553-555-558-584-638-831,0-821
6-549-553-555-562-571-642-831,0-821
12-550-553-555-557-574-648-831,0-821
13-550-553-555-558-566-646-831,0-821
2-546-553-555-557-576-639-831,0-821
27-550-554-555-558-565-653-835,0-821
1-551-554-555-559-570-638-831,0-821
39-552-554-555-558-573-640-833,0-821
11-550-553-555-557-565-638-833,0-821
40-552-554-555-557-565-638-834,0-821
9-547-553-555-557-571-643-836,0-821
25-551-554-555-560-583-652-833,0-821
23-547-553-555-557-565-638-833,0-821
14-547-553-555-558-568-647-835,0-821
17-549-553-555-562-569-661-835,0-821
18-550-553-555-562-606-638-833,0-821
10-551-554-555-562-565-638-833,0-821
5-549-553-555-558-573-640-831,0-821
11-547-553-555-557-565-638-831,0-821
9-551-554-555-558-571-643-833,0-821
41-552-554-555-558-565-662-836,0-821
42-548-553-555-562-565-663-831,0-821
14-549-553-555-558-568-647-831,0-821
30-546-553-555-558-566-655-831,0-821
43-551-554-555-557-571-643-834,0-821
25-549-553-555-558-583-652-831,0-821
8-549-553-555-558-565-638-833,0-821
44-551-554-555-558-565-638-836,0-821
34-550-554-555-558-565-659-834,0-821
6-546-553-555-558-571-642-835,0-821
32-549-553-555-557-566-656-831,0-821
3-551-554-555-558-573-640-834,0-821
17-548-553-555-559-569-638-834,0-821
19-546-553-555-558-571-643-831,0-821
19-546-553-555-558-571-643-831,0-821
3-549-553-555-560-573-640-831,0-821
12-547-553-555-562-574-638-831,0-821
9-551-554-555-562-571-643-833,0-821
12-548-553-555-558-574-648-834,0-821
8-551-554-555-557-565-638-834,0-821
16-546-553-555-558-584-638-832,0-821
30-549-553-555-558-566-655-831,0-821
9-550-554-555-561-571-643-834,0-821
29-546-553-555-557-569-654-832,0-821
8-549-553-555-557-565-638-833,0-821
31-546-553-555-560-573-640-831,0-821
15-551-554-555-559-572-649-834,0-821
16-549-553-555-558-584-638-834,0-821
45-549-553-555-557-579-664-831,0-821
25-550-553-555-557-583-652-831,0-821
37-548-553-555-558-575-638-831,0-821
25-550-553-555-559-583-652-831,0-821
9-551-554-555-558-571-643-832,0-821
9-551-554-555-558-571-643-832,0-821
6-546-553-555-557-571-642-832,0-821
28-546-553-555-557-576-639-831,0-821
27-549-553-555-557-565-653-833,0-821
23-550-553-555-558-565-638-833,0-821
5-546-553-555-558-573-640-831,0-821
25-549-553-555-558-583-652-834,0-821
15-551-554-555-559-572-649-835,0-821
15-552-554-555-557-572-638-831,0-821
1-546-553-555-559-570-638-831,0-821
35-546-553-555-558-566-646-833,0-821
5-549-553-555-558-573-640-833,0-821
3-549-553-555-558-573-640-831,0-821
5-552-554-555-560-573-640-831,0-821
5-549-553-555-560-573-640-831,0-821
46-546-553-555-557-574-648-833,0-821
14-550-553-555-558-568-647-831,0-821
37-546-553-555-557-575-638-831,0-821
36-549-553-555-558-565-660-836,0-821
14-550-553-555-557-568-647-831,0-821
18-551-554-555-562-606-638-833,0-821
9-546-553-555-558-571-643-836,0-821
45-549-553-555-559-579-664-831,0-821
10-551-554-555-558-565-638-832,0-821
47-549-553-555-562-577-638-831,0-821
23-550-553-555-557-565-638-833,0-821
29-546-553-555-558-569-654-835,0-821
3-551-554-555-560-573-640-831,0-821
10-549-553-555-560-565-645-834,0-821
3-550-553-555-558-573-640-833,0-821
48-548-553-555-558-571-638-832,0-821
13-549-553-555-558-566-646-831,0-821
5-552-554-555-558-573-640-831,0-821
41-552-554-555-557-565-662-831,0-821
36-547-553-555-557-565-660-833,0-821
9-551-554-555-561-571-643-834,0-821
12-547-553-555-561-574-638-834,0-821
6-550-553-555-558-571-642-833,0-821
9-550-553-555-558-571-643-833,0-821
29-548-553-555-558-569-654-835,0-821
18-549-553-555-558-606-638-831,0-821
3-548-553-555-558-573-640-831,0-821
49-552-554-555-557-596-665-834,0-821
25-547-553-555-557-583-652-836,0-821
25-551-554-555-558-583-652-830,0-821
17-547-553-555-558-569-650-831,0-821
17-547-553-555-558-569-650-831,0-821
23-551-554-555-557-565-638-831,0-821
29-546-553-555-558-569-654-834,0-821
37-548-553-555-557-575-638-831,0-821
25-549-553-555-559-583-652-831,0-821
3-548-553-555-560-573-640-831,0-821
3-550-553-555-560-573-640-836,0-821
35-549-553-555-559-566-646-831,0-821
17-550-553-555-558-569-650-831,0-821
18-546-553-555-562-606-638-835,0-821
18-548-553-555-558-606-638-836,0-821
11-550-554-555-558-565-638-834,0-821
25-550-553-555-560-583-652-830,0-821
9-551-554-555-562-571-644-833,0-821
15-547-553-555-557-572-649-832,0-821
18-550-553-555-559-606-638-836,0-821
50-546-553-555-557-574-648-833,0-821
25-550-554-555-558-583-652-834,0-821
7-548-553-555-560-573-640-831,0-821
51-546-553-555-564-571-643-831,0-821
6-552-554-555-558-571-642-834,0-821
15-552-554-555-558-572-638-831,0-821
26-552-554-555-558-571-643-832,0-821
3-546-553-555-560-573-640-834,0-821
29-547-553-555-560-569-654-831,0-821
11-549-553-555-558-565-638-831,0-821
12-546-553-555-562-574-638-835,0-821
9-551-554-555-557-571-644-833,0-821
2-552-554-555-558-576-639-831,0-821
11-550-553-555-558-565-638-833,0-821
8-550-553-555-557-565-638-833,0-821
18-552-554-555-558-606-638-831,0-821
38-549-553-555-558-566-655-834,0-821
9-547-553-555-562-571-643-836,0-821
7-546-553-555-560-573-640-831,0-821
31-548-553-555-558-573-640-834,0-821
14-546-553-555-557-568-647-831,0-821
32-546-553-555-557-566-656-834,0-821
52-550-553-555-558-566-638-833,0-821
11-550-554-555-558-565-638-835,0-821
49-552-554-555-558-596-665-834,0-821
9-546-553-555-557-571-643-833,0-821
6-546-553-555-558-571-642-833,0-821
16-551-554-555-558-584-638-831,0-821
19-546-553-555-557-571-643-832,0-821
10-552-554-555-562-565-638-835,0-821
34-550-553-555-558-565-659-832,0-821
9-551-554-555-560-571-643-833,0-821
9-547-553-555-562-571-643-834,0-821
14-547-553-555-560-568-638-831,0-821
12-547-553-555-561-574-638-831,0-821
53-548-553-555-562-569-666-835,0-821
23-552-554-555-558-565-638-832,0-821
3-546-553-555-558-573-640-834,0-821
54-552-554-555-558-576-639-834,0-821
15-552-554-555-557-572-649-836,0-821
23-546-553-555-557-565-638-833,0-821
55-552-554-555-559-573-667-833,0-821
12-546-553-555-558-574-638-835,0-821
1-548-553-555-559-570-638-831,0-821
2-552-554-555-557-576-639-834,0-821
9-550-553-555-560-571-643-833,0-821
3-551-554-555-560-573-640-834,0-821
3-547-553-555-560-573-640-835,0-821
25-550-553-555-557-583-652-830,0-821
9-551-554-555-562-571-643-832,0-821
19-546-553-555-558-571-643-833,0-821
18-547-553-555-558-606-638-831,0-821
3-546-553-555-558-573-640-831,0-821
10-549-553-555-557-565-645-834,0-821
43-551-554-555-558-571-643-834,0-821
26-549-553-555-558-565-668-831,0-821
56-549-553-555-560-573-640-831,0-821
3-550-553-555-560-573-640-833,0-821
3-546-553-555-560-573-640-831,0-821
10-552-554-555-558-565-638-831,0-821
10-551-554-555-557-565-638-833,0-821
9-551-554-555-558-571-643-834,0-821
57-551-554-555-557-593-669-836,0-821
3-548-553-555-560-573-640-836,0-821
43-548-553-555-558-571-643-831,0-821
6-551-554-555-559-571-642-831,0-821
9-547-553-555-558-571-643-834,0-821
34-552-554-555-557-565-638-833,0-821
36-549-553-555-558-565-660-831,0-821
5-546-553-555-560-573-640-831,0-821
6-550-554-555-558-571-642-834,0-821
32-550-554-555-557-566-656-835,0-821
6-546-553-555-557-571-642-831,0-821
10-549-553-555-559-565-645-834,0-821
31-548-553-555-560-573-640-831,0-821
5-550-553-555-558-573-640-831,0-821
6-549-553-555-557-571-642-834,0-821
6-546-553-555-558-571-642-832,0-821
6-551-554-555-558-571-642-831,0-821
17-546-553-555-558-569-650-831,0-821
18-552-554-555-562-606-638-831,0-821
11-548-553-555-557-565-638-833,0-821
26-549-553-555-557-565-668-834,0-821
17-548-553-555-557-569-638-834,0-821
9-551-554-555-557-571-643-833,0-821
25-551-554-555-557-583-652-830,0-821
18-550-553-555-558-606-638-836,0-821
31-548-553-555-560-573-640-834,0-821
45-549-553-555-557-576-638-833,0-821
19-552-554-555-558-571-643-834,0-821
26-550-553-555-558-565-668-832,0-821
11-548-553-555-558-565-638-833,0-821
27-550-553-555-558-565-653-831,0-821
9-551-554-555-557-571-643-832,0-821
9-551-554-555-557-571-643-832,0-821
12-547-553-555-558-574-638-834,0-821
43-548-553-555-561-571-643-831,0-821
30-547-553-555-558-566-655-831,0-821
6-552-554-555-558-571-642-833,0-821
26-550-553-555-558-571-643-832,0-821
29-548-553-555-558-569-654-831,0-821
27-548-553-555-557-565-653-832,0-821
19-546-553-555-558-571-643-836,0-821
26-546-553-555-557-571-643-833,0-821
7-548-553-555-558-573-640-831,0-821
5-548-553-555-558-573-640-831,0-821
3-550-553-555-560-573-640-831,0-821
37-550-553-555-557-575-638-831,0-821
6-549-553-555-558-571-642-831,0-821
3-550-553-555-558-573-640-836,0-821
6-551-554-555-558-571-642-830,0-821
9-552-554-555-560-571-643-833,0-821
9-550-554-555-562-571-643-834,0-821
2-550-553-555-558-576-639-833,0-821
41-552-554-555-558-565-662-831,0-821
18-548-553-555-562-606-638-836,0-821
6-546-553-555-557-571-642-835,0-821
9-550-554-555-558-571-643-834,0-821
12-548-553-555-558-574-638-833,0-821
12-546-553-555-558-574-648-831,0-821
6-547-553-555-558-571-642-831,0-821
17-548-553-555-561-569-650-831,0-821
1-551-554-555-559-570-638-832,0-821
3-550-554-555-560-573-640-834,0-821
9-546-553-555-558-571-643-833,0-821
14-547-553-555-557-568-638-831,0-821
58-549-553-555-560-573-640-836,0-821
3-548-553-555-558-573-640-836,0-821
59-547-553-555-558-571-638-832,0-821
14-548-553-555-558-568-647-831,0-821
26-550-553-555-561-571-643-832,0-821
3-552-554-555-558-573-640-832,0-821
45-552-554-555-558-576-638-831,0-821
11-550-554-555-557-565-638-834,0-821
9-547-553-555-558-571-643-836,0-821
3-548-553-555-560-573-640-832,0-821
11-549-553-555-557-565-638-831,0-821
3-552-554-555-560-573-640-832,0-821
18-551-554-555-558-606-638-833,0-821
2-548-553-555-557-576-639-835,0-821
9-550-553-555-561-571-643-833,0-821
10-552-554-555-557-565-638-835,0-821
29-546-553-555-558-569-654-833,0-821
25-550-554-555-557-583-652-834,0-821
6-552-554-555-557-571-642-833,0-821
6-552-554-555-558-571-642-831,0-821
25-550-553-555-558-583-652-830,0-821
60-549-553-555-558-565-638-831,0-821
48-549-553-555-558-571-638-836,0-821
17-552-554-555-557-569-638-832,0-821
26-550-553-555-562-571-643-832,0-821
39-552-554-555-560-573-640-833,0-821
10-552-554-555-562-565-638-834,0-821
22-548-553-555-559-570-638-834,0-821
12-550-554-555-557-574-648-834,0-821
29-546-553-555-558-569-654-831,0-821
29-546-553-555-558-569-654-831,0-821
15-546-553-555-557-572-638-831,0-821
29-547-553-555-558-569-654-836,0-821
25-548-553-555-558-583-652-834,0-821
34-550-553-555-557-565-659-832,0-821
3-551-554-555-558-573-640-831,0-821
5-548-553-555-560-573-640-831,0-821
17-547-553-555-558-569-650-834,0-821
2-548-553-555-558-576-639-831,0-821
2-546-553-555-558-576-639-831,0-821
11-549-553-555-557-565-638-833,0-821
17-549-553-555-557-569-650-831,0-821
12-549-553-555-558-574-648-831,0-821
29-552-554-555-558-569-654-831,0-821
9-552-554-555-557-571-643-833,0-821
17-548-553-555-557-569-638-835,0-821
6-551-554-555-558-571-642-833,0-821
1-552-554-555-559-570-638-835,0-821
5-549-553-555-560-573-640-833,0-821
18-552-554-555-558-606-638-833,0-821
12-552-554-555-559-574-648-835,0-821
15-551-554-555-557-572-649-835,0-821
2-550-553-555-557-576-639-832,0-821
42-546-553-555-558-565-663-835,0-821
26-552-554-555-558-576-639-832,0-821
27-549-553-555-560-565-653-833,0-821
19-551-554-555-557-571-643-833,0-821
23-546-553-555-558-565-638-833,0-821
2-552-554-555-558-576-639-834,0-821
1-546-553-555-559-570-638-833,0-821
9-546-553-555-561-571-643-833,0-821
10-552-554-555-558-565-638-834,0-821
26-549-553-555-558-565-668-834,0-821
25-549-553-555-560-583-652-834,0-821
61-547-553-555-558-565-638-834,0-821
43-551-554-555-561-571-643-834,0-821
3-547-553-555-558-573-640-833,0-821
8-548-553-555-557-565-638-833,0-821
7-549-553-555-560-573-640-833,0-821
5-547-553-555-560-573-640-833,0-821
12-546-553-555-557-574-648-833,0-821
9-552-554-555-558-571-643-834,0-821
2-550-553-555-557-576-639-831,0-821
15-546-553-555-558-572-638-831,0-821
3-550-554-555-558-573-640-834,0-821
25-549-553-555-557-583-652-834,0-821
57-551-554-555-558-593-669-836,0-821
10-549-553-555-562-565-645-834,0-821
7-546-553-555-558-573-640-831,0-821
12-552-554-555-558-574-648-835,0-821
26-550-553-555-557-565-668-832,0-821
7-549-553-555-558-573-640-831,0-821
17-547-553-555-560-569-650-831,0-821
19-547-553-555-558-571-643-831,0-821
10-551-554-555-557-565-638-832,0-821
1-547-553-555-559-570-638-834,0-821
9-552-554-555-558-571-643-831,0-821
55-552-554-555-557-573-667-833,0-821
32-548-553-555-557-566-655-831,0-821
17-549-553-555-558-569-650-831,0-821
8-552-554-555-557-565-638-834,0-821
1-549-553-555-559-570-638-830,0-821
26-550-553-555-557-571-643-832,0-821
9-551-554-555-562-571-643-834,0-821
16-548-553-555-558-584-638-834,0-821
12-552-554-555-557-574-648-831,0-821
9-550-554-555-557-571-643-834,0-821
62-547-553-555-558-565-638-835,0-821
23-552-554-555-557-565-638-834,0-821
9-551-554-555-561-571-643-833,0-821
9-551-554-555-560-571-643-832,0-821
25-550-553-555-558-583-652-831,0-821
58-549-553-555-558-573-640-836,0-821
5-547-553-555-558-573-640-833,0-821
7-552-554-555-560-573-640-833,0-821
11-551-554-555-557-565-638-831,0-821
25-551-554-555-557-583-652-832,0-821
9-549-553-555-558-571-643-834,0-821
21-546-553-555-560-574-648-831,0-821
29-546-553-555-561-569-654-831,0-821
56-549-553-555-558-573-640-831,0-821
1-547-553-555-559-570-638-833,0-821
9-550-553-555-562-571-643-833,0-821
16-550-553-555-558-584-638-832,0-821
37-550-553-555-558-575-638-831,0-821
12-546-553-555-561-574-638-835,0-821
14-551-554-555-557-568-647-833,0-821
26-549-553-555-557-565-668-831,0-821
63-547-553-555-557-566-670-833,0-821
2-548-553-555-558-576-639-832,0-821
10-552-554-555-558-565-638-835,0-821
21-546-553-555-557-574-648-831,0-821
6-548-553-555-558-571-642-831,0-821
64-547-553-555-558-571-643-835,0-821
12-546-553-555-559-574-648-831,0-821
6-550-553-555-558-571-642-832,0-821
27-549-553-555-558-565-653-833,0-821
23-552-554-555-557-565-638-832,0-821
9-550-554-555-560-571-643-834,0-821
18-550-553-555-558-606-638-833,0-821
10-552-554-555-557-565-638-834,0-821
65-551-554-555-558-566-638-833,1-821
65-548-553-555-557-566-646-836,1-821
65-549-553-555-558-566-646-834,1-821
65-552-554-555-558-566-638-832,1-821
66-546-553-555-559-566-671-834,1-821
65-552-554-555-557-566-638-832,1-821
65-550-553-555-557-566-646-830,1-821
65-550-553-555-558-566-646-831,1-821
65-551-554-555-557-566-638-834,1-821
65-547-553-555-558-566-646-834,1-821
65-548-553-555-558-566-646-834,1-821
65-552-554-555-558-566-646-834,1-821
65-549-553-555-557-566-646-834,1-821
65-550-553-555-557-566-646-833,1-821
67-549-553-555-558-566-646-831,1-821
65-552-554-555-558-566-646-833,1-821
65-549-553-555-557-566-646-833,1-821
65-552-554-555-557-566-646-830,1-821
65-550-554-555-557-566-646-835,1-821
65-551-554-555-558-566-638-834,1-821
65-550-554-555-558-566-646-834,1-821
65-548-553-555-558-566-646-830,1-821
65-546-553-555-558-566-646-834,1-821
65-548-553-555-557-566-646-834,1-821
65-550-553-555-557-566-646-831,1-821
68-547-553-555-558-566-646-831,1-821
69-548-553-555-559-570-638-833,1-821
66-546-553-555-557-566-671-834,1-821
52-550-553-555-558-566-646-831,1-821
65-550-554-555-558-566-646-835,1-821
65-552-554-555-557-566-646-834,1-821
65-548-553-555-558-566-646-836,1-821
65-547-553-555-557-566-638-833,1-821
65-552-554-555-558-566-646-831,1-821
65-551-554-555-558-566-638-836,1-821
65-549-553-555-558-566-646-836,1-821
65-547-553-555-557-566-646-833,1-821
65-550-554-555-557-566-646-834,1-821
65-549-553-555-557-566-656-835,1-821
65-551-554-555-558-566-646-831,1-821
65-550-553-555-558-566-646-833,1-821
65-551-554-555-557-566-646-834,1-821
65-546-553-555-558-566-646-836,1-821
65-550-553-555-558-566-646-830,1-821
65-551-554-555-557-566-646-830,1-821
68-552-554-555-558-566-646-834,1-821
65-551-554-555-557-566-638-836,1-821
65-548-553-555-558-566-646-833,1-821
65-547-553-555-557-566-646-836,1-821
65-551-554-555-558-566-646-832,1-821
65-546-553-555-558-566-646-831,1-821
68-550-553-555-558-566-646-831,1-821
65-546-553-555-557-566-646-831,1-821
65-547-553-555-558-566-646-836,1-821
65-551-554-555-557-566-638-833,1-821
66-546-553-555-558-566-671-834,1-821
65-551-554-555-557-566-646-831,1-821
65-546-553-555-558-566-646-835,1-821
65-551-554-555-558-566-646-833,1-821
65-547-553-555-557-566-646-834,1-821
65-552-554-555-557-566-646-831,1-821
70-549-553-555-559-565-645-835,2-821
71-552-554-555-558-585-672-834,2-821
72-546-553-555-562-591-638-833,2-821
72-546-553-555-562-591-638-833,2-821
73-550-553-555-557-565-668-833,2-821
74-550-553-555-557-569-666-831,2-821
75-546-553-555-559-570-638-834,2-821
76-550-554-555-558-582-673-834,2-821
77-548-553-555-559-570-638-833,2-821
39-551-554-555-560-573-640-833,2-821
78-549-553-555-558-571-643-834,2-821
78-549-553-555-558-571-643-834,2-821
79-549-553-555-559-570-638-834,2-821
80-546-553-555-559-569-638-831,2-821
81-551-554-555-557-565-638-831,2-821
82-551-554-555-562-565-638-832,2-821
83-549-553-555-558-569-674-833,2-821
81-550-554-555-558-565-675-834,2-821
84-551-554-555-558-566-646-832,2-821
82-550-554-555-558-565-645-834,2-821
85-550-553-555-557-565-638-836,2-821
86-552-554-555-558-566-646-835,2-821
82-550-553-555-558-565-645-833,2-821
82-550-553-555-558-565-645-833,2-821
87-551-554-555-558-566-646-830,2-821
46-546-553-555-558-566-646-834,2-821
31-549-553-555-558-573-640-830,2-821
82-546-553-555-557-565-645-833,2-821
81-547-553-555-557-565-638-831,2-821
82-548-553-555-558-565-645-831,2-821
74-546-553-555-558-569-666-831,2-821
75-552-554-555-559-570-638-832,2-821
88-549-553-555-560-569-661-836,2-821
89-552-554-555-559-570-638-833,2-821
90-551-554-555-558-566-646-831,2-821
81-549-553-555-557-565-638-834,2-821
75-548-553-555-559-570-638-832,2-821
82-552-554-555-560-565-638-832,2-821
74-546-553-555-558-569-674-834,2-821
39-548-553-555-558-573-640-834,2-821
82-550-554-555-562-565-638-834,2-821
71-546-553-555-558-585-672-836,2-821
91-546-553-555-561-613-676-836,2-821
39-551-554-555-558-573-640-832,2-821
92-547-553-555-558-578-638-834,2-821
74-552-554-555-557-569-674-831,2-821
31-546-553-555-559-573-640-832,2-821
71-547-553-555-557-585-672-832,2-821
74-551-554-555-558-569-674-830,2-821
75-550-553-555-559-570-638-836,2-821
88-547-553-555-558-569-661-831,2-821
93-547-553-555-558-565-638-836,2-821
94-552-554-555-558-565-675-835,2-821
25-549-553-555-558-583-652-832,2-821
95-547-553-555-558-565-638-834,2-821
80-549-553-555-557-569-638-834,2-821
80-549-553-555-557-569-638-834,2-821
96-550-554-555-557-565-638-834,2-821
31-547-553-555-560-573-640-836,2-821
25-549-553-555-557-583-652-832,2-821
97-551-554-555-560-565-677-836,2-821
98-552-554-555-558-565-638-834,2-821
82-549-553-555-560-565-645-833,2-821
99-552-554-555-558-565-675-833,2-821
100-546-553-555-557-565-678-831,2-821
90-549-553-555-558-566-646-834,2-821
82-548-553-555-557-565-645-831,2-821
101-550-553-555-558-576-638-833,2-821
82-550-554-555-559-565-645-835,2-821
71-550-554-555-557-585-672-834,2-821
72-548-553-555-561-591-638-836,2-821
82-551-554-555-557-565-645-833,2-821
82-547-553-555-557-565-645-831,2-821
81-550-553-555-557-565-675-831,2-821
31-547-553-555-558-573-640-836,2-821
90-549-553-555-558-566-646-833,2-821
82-551-554-555-562-565-645-833,2-821
102-547-553-555-558-581-679-832,2-821
103-548-553-555-558-581-680-831,2-821
39-550-554-555-558-573-640-835,2-821
74-551-554-555-557-569-666-831,2-821
46-546-553-555-557-566-638-832,2-821
46-552-554-555-558-566-646-835,2-821
82-550-553-555-562-565-645-832,2-821
104-552-554-555-558-568-681-831,2-821
98-552-554-555-562-565-638-833,2-821
72-551-554-555-559-591-638-831,2-821
99-551-554-555-558-565-638-835,2-821
105-547-553-555-557-581-682-834,2-821
82-546-553-555-557-565-645-834,2-821
106-551-554-555-558-566-646-833,2-821
87-546-553-555-557-566-656-833,2-821
82-552-554-555-562-565-645-831,2-821
107-550-553-555-557-566-656-831,2-821
94-552-554-555-558-565-675-833,2-821
105-552-554-555-557-581-682-834,2-821
77-552-554-555-558-618-683-836,2-821
108-550-554-555-558-565-638-834,2-821
82-549-553-555-562-565-645-834,2-821
109-550-553-555-557-580-684-836,2-821
75-548-553-555-559-570-638-833,2-821
72-551-554-555-561-591-638-831,2-821
39-549-553-555-560-573-640-835,2-821
69-546-553-555-559-570-638-836,2-821
78-549-553-555-561-571-643-834,2-821
94-552-554-555-558-565-675-836,2-821
81-550-553-555-557-565-638-836,2-821
83-546-553-555-558-569-674-835,2-821
83-549-553-555-558-569-674-832,2-821
95-547-553-555-557-565-638-834,2-821
70-552-554-555-557-565-645-831,2-821
109-546-553-555-560-580-684-832,2-821
39-547-553-555-558-573-640-832,2-821
82-552-554-555-562-565-645-836,2-821
110-551-554-555-557-565-685-831,2-821
72-552-554-555-559-591-638-833,2-821
74-546-553-555-557-569-666-831,2-821
70-548-553-555-562-565-645-832,2-821
87-552-554-555-557-566-656-834,2-821
94-550-553-555-559-565-675-833,2-821
98-551-554-555-558-565-686-834,2-821
111-548-553-555-560-573-687-834,2-821
112-549-553-555-559-570-638-832,2-821
