user,item,weekday,isweekend,cost,weather,country,city,timeofday
168,283,2,0,0,1,8,799,1
21,4,0,0,0,2,9,661,3
313,60,2,0,0,3,0,1003,4
339,301,1,0,1,1,0,1022,6
222,23,1,0,0,4,0,1048,1
80,309,3,0,0,0,4,0,4
531,23,3,0,0,1,0,0,3
214,28,2,0,0,2,0,0,0
6,14,5,1,0,2,6,400,3
282,32,6,1,0,1,11,454,4
101,18,3,0,0,0,11,454,5
80,235,2,0,0,6,4,0,4
147,72,4,0,0,1,0,1002,6
178,70,6,1,0,1,8,799,4
315,667,0,0,0,1,0,0,6
280,30,4,0,0,1,6,401,6
219,4,4,0,0,0,1,369,0
210,8,4,0,0,2,2,147,1
545,330,1,0,0,2,5,0,6
174,10,4,0,0,1,8,799,1
29,13,1,0,0,3,4,132,2
437,18,1,0,0,2,5,0,6
346,224,3,0,0,1,6,394,4
90,116,2,0,0,1,1,369,4
352,18,4,0,0,2,5,0,2
366,42,3,0,0,5,0,0,1
412,340,4,0,0,1,0,0,1
46,18,0,0,0,1,1,369,2
21,23,4,1,0,0,1,369,5
312,58,3,0,0,1,1,369,1
9,10,5,1,0,1,6,401,3
257,18,2,0,0,1,17,784,3
183,42,0,0,0,1,1,369,5
40,283,6,1,0,0,0,0,4
37,607,1,0,0,1,10,0,1
318,18,2,0,0,1,18,30,4
26,32,0,0,0,1,6,401,3
333,520,5,1,0,1,0,0,3
216,666,6,1,0,1,1,369,2
183,242,5,1,0,1,1,369,6
106,54,1,0,0,0,1,369,6
12,36,1,0,0,4,9,0,3
358,12,6,1,1,1,4,133,1
106,13,1,0,0,1,1,369,1
74,134,6,1,0,5,4,136,3
425,137,0,0,0,1,0,1002,4
125,114,0,0,0,0,4,135,6
233,37,2,0,0,1,23,0,3
153,30,6,1,0,1,54,1080,5
305,13,4,0,0,2,5,0,3
12,36,3,0,0,1,9,661,2
340,58,5,1,0,1,0,0,3
286,8,0,0,0,0,52,386,4
10,14,2,0,0,0,0,1028,4
81,18,4,0,0,1,0,0,6
490,47,3,0,0,2,10,842,6
29,11,6,1,0,1,4,132,4
21,149,3,0,1,3,9,661,3
42,69,4,0,0,0,0,1051,0
198,12,4,1,1,1,0,1038,5
350,10,2,0,0,1,6,0,1
486,14,5,1,0,5,1,0,3
57,88,5,1,0,0,28,879,5
183,112,3,0,0,1,1,369,3
104,602,2,0,0,1,3,514,1
147,377,3,0,0,1,0,1002,2
125,53,6,1,0,0,4,135,4
57,126,5,1,0,1,28,879,1
106,4,0,0,0,1,1,369,1
57,556,4,1,0,0,28,879,4
339,115,6,1,0,1,0,1022,4
223,18,2,0,0,1,1,369,1
39,2,0,0,0,3,8,799,3
124,4,5,1,0,1,22,251,2
175,202,6,1,0,5,16,0,4
364,703,3,0,0,2,5,0,0
167,133,4,0,0,1,1,369,6
24,97,5,1,0,1,32,677,2
74,14,6,1,0,5,4,136,3
57,17,4,1,0,1,28,879,4
210,88,0,0,0,4,2,147,4
342,77,3,0,0,1,52,386,3
539,373,3,0,0,5,6,0,2
155,28,0,0,0,2,5,0,6
65,516,5,1,0,1,1,369,3
139,30,3,0,0,3,8,799,4
316,152,5,1,0,1,0,0,4
8,69,1,0,0,0,0,0,6
74,22,1,0,0,4,4,136,4
126,80,3,0,0,1,6,401,4
45,47,5,1,0,1,11,0,4
98,425,1,0,0,3,0,0,3
430,13,2,0,0,1,4,0,4
134,28,0,0,0,0,31,0,4
147,377,5,1,0,1,0,1002,4
352,444,2,0,0,2,5,0,4
479,176,6,1,0,0,29,327,5
31,71,0,0,0,1,8,799,4
107,35,4,0,1,2,1,373,1
229,206,2,0,0,2,5,0,4
263,22,5,1,0,1,2,147,3
352,444,5,1,0,2,5,0,6
167,4,6,1,0,0,1,369,3
217,35,5,1,1,2,1,369,4
181,4,6,1,0,1,1,0,5
286,126,4,1,0,1,1,0,5
375,58,4,0,0,2,3,467,3
264,169,5,1,0,0,19,0,2
465,58,4,0,0,1,4,132,1
102,13,2,0,0,0,16,694,4
157,14,4,0,0,1,4,136,0
274,160,2,0,0,2,5,0,3
378,350,1,0,0,2,0,0,6
229,35,3,0,1,2,5,0,4
108,14,2,0,0,5,0,0,6
205,38,1,0,0,0,4,136,4
26,32,1,0,0,1,6,401,1
27,10,4,0,0,0,0,1005,2
137,186,1,0,0,5,24,321,5
328,14,2,0,0,5,0,1051,6
510,69,3,0,0,0,55,927,2
39,18,2,0,0,3,8,799,2
27,22,2,0,0,0,0,1005,2
98,2,3,0,0,1,0,0,2
167,533,5,1,0,1,1,369,6
87,283,2,0,0,1,1,373,2
87,18,6,1,0,2,5,0,5
244,471,2,0,0,0,46,363,4
132,4,4,0,0,2,5,0,6
10,462,3,0,0,5,0,1028,4
128,487,5,1,0,2,6,401,1
82,8,5,1,0,2,0,0,2
7,4,4,0,0,3,8,799,6
247,10,1,0,0,1,19,0,3
72,415,3,0,0,1,26,0,4
329,18,4,0,0,2,5,0,2
244,13,4,0,0,1,46,360,1
141,194,6,1,1,1,66,0,4
25,30,6,1,0,0,18,25,1
88,8,0,0,0,1,4,135,5
332,266,6,1,0,1,0,0,4
219,4,4,0,0,0,1,369,1
95,42,0,0,0,0,0,0,4
37,768,2,0,0,0,10,0,1
262,53,3,0,0,0,30,970,2
66,68,2,0,1,1,1,378,4
89,143,6,1,0,2,5,0,3
335,194,2,0,1,1,12,38,4
236,4,0,0,0,1,47,928,1
272,13,2,0,0,5,6,0,4
64,279,3,0,0,1,6,401,4
119,37,1,0,0,1,34,0,1
429,348,4,1,0,0,6,0,4
342,30,3,0,0,1,52,386,1
114,30,2,0,0,4,43,440,6
74,243,5,1,0,0,4,136,4
147,17,5,1,0,1,0,1002,2
21,327,4,0,0,1,1,369,2
212,18,3,0,0,1,1,0,5
458,50,2,0,0,5,1,0,1
343,285,6,1,0,1,0,1000,1
337,22,0,0,0,0,21,0,0
197,99,0,0,1,0,46,360,4
62,249,0,0,0,1,0,0,2
216,4,4,1,0,0,1,369,4
21,167,1,0,0,1,1,369,3
74,22,4,0,0,4,4,136,2
17,229,3,0,0,0,4,129,1
126,69,2,0,0,1,6,401,4
104,2,3,0,0,0,3,514,1
413,147,3,0,0,5,38,649,4
345,58,1,0,0,0,10,0,2
488,173,1,0,0,1,0,0,3
114,2,1,0,0,4,43,440,6
432,252,5,1,1,4,0,0,2
225,173,3,0,0,0,18,0,1
106,18,3,0,0,1,1,369,1
470,59,2,0,0,0,0,0,5
213,35,6,1,1,2,5,0,2
306,23,3,0,0,1,0,1048,1
49,4,0,0,0,1,31,151,4
109,40,0,0,0,0,15,356,2
234,808,3,0,0,1,25,672,4
21,206,3,0,0,1,1,369,3
509,379,5,1,0,0,6,392,3
97,13,5,1,0,3,0,1044,6
74,14,1,0,0,1,4,0,4
507,123,5,1,1,2,0,1022,6
369,13,3,0,0,2,5,0,3
289,462,4,0,0,0,1,369,3
98,51,5,1,0,1,0,1013,1
345,60,0,0,0,1,10,0,2
270,209,6,1,0,0,31,151,4
133,64,3,0,0,0,51,810,1
168,18,1,0,0,1,8,799,3
210,88,0,0,0,4,2,147,3
10,475,2,0,0,3,0,1028,5
11,204,1,0,0,1,0,0,6
247,229,3,0,0,1,19,0,3
215,4,0,0,0,0,1,0,5
109,13,1,0,0,0,15,356,1
114,22,0,0,0,1,43,440,3
345,14,5,1,0,1,10,0,3
272,242,6,1,0,1,6,0,4
145,492,5,1,0,1,1,373,4
43,0,5,1,0,4,6,401,4
127,772,3,0,0,1,0,0,4
225,36,6,1,0,0,18,0,1
241,45,0,0,0,2,16,713,1
85,240,5,1,0,1,0,0,2
34,225,4,0,0,0,0,1012,2
55,431,6,1,1,2,8,793,3
324,18,2,0,0,4,37,789,6
108,59,2,0,0,2,0,0,4
210,3,3,0,0,5,2,147,1
119,725,6,1,0,0,1,0,6
178,18,1,0,0,2,8,799,2
129,2,0,0,0,1,47,740,6
313,60,3,0,0,0,0,1003,6
296,660,3,0,0,1,2,0,1
468,22,1,0,0,4,18,28,3
426,145,1,0,0,5,6,390,5
80,22,5,1,0,0,4,0,1
272,26,5,1,0,5,6,0,1
27,22,3,0,0,1,0,1005,2
98,14,2,0,0,0,0,0,3
50,4,6,1,0,0,9,661,6
274,595,2,0,0,2,5,0,4
188,566,4,0,0,0,42,2,3
109,67,3,0,0,3,15,356,3
105,13,6,1,0,3,16,724,4
334,69,6,1,0,1,0,0,5
17,0,1,0,0,1,4,129,1
37,13,0,0,0,1,10,0,6
345,13,1,0,0,1,10,0,3
98,22,5,1,0,1,0,0,1
41,73,6,1,0,1,0,994,3
339,95,4,0,0,2,0,1022,1
316,22,1,0,0,0,0,0,0
219,399,6,1,0,5,1,0,3
9,18,3,0,0,5,6,401,1
39,4,1,0,0,3,8,799,3
169,10,4,0,0,1,19,333,3
262,53,3,0,0,1,30,970,5
210,98,2,0,0,5,2,147,4
490,745,1,0,0,0,10,842,1
37,768,4,0,0,3,10,0,1
83,89,3,0,0,2,4,128,3
74,134,4,0,0,0,4,136,3
149,104,6,1,1,0,1,369,4
41,91,0,0,0,0,0,994,2
419,118,1,0,0,1,61,656,2
210,98,5,1,0,1,2,147,3
74,134,5,1,0,4,4,136,2
236,4,4,0,0,1,47,928,3
352,241,6,1,0,2,5,0,1
29,52,4,1,0,2,4,132,4
339,44,1,0,0,1,0,1022,3
316,62,6,1,0,2,0,0,6
166,280,0,0,0,2,0,0,6
514,22,0,0,0,1,1,369,1
180,669,3,0,1,3,0,0,3
73,30,3,0,0,0,0,1004,2
83,120,5,1,0,1,4,128,4
83,611,2,0,0,1,4,128,3
67,4,6,1,0,0,1,369,2
527,82,2,0,1,1,1,369,4
116,162,2,0,0,5,26,306,3
29,22,5,1,0,1,4,132,6
128,22,5,1,0,0,6,401,5
339,42,0,0,0,1,0,1022,2
241,126,5,1,0,1,16,0,2
183,4,2,0,0,2,1,369,4
339,13,4,1,0,0,0,1022,5
101,4,2,0,0,0,11,0,4
213,35,1,0,1,2,5,0,2
15,18,0,0,0,1,7,410,5
272,10,6,1,0,3,6,0,5
507,18,4,0,0,2,0,1022,2
10,0,5,1,0,5,0,0,3
399,22,0,0,0,1,0,1044,4
257,268,6,1,0,1,17,784,3
72,4,4,0,0,5,26,0,2
210,63,3,0,0,5,2,147,5
238,53,6,1,0,1,17,784,4
183,13,2,0,0,1,1,369,1
363,86,5,1,0,1,0,0,5
332,353,5,1,0,0,0,0,6
439,17,3,0,0,0,0,1003,3
167,179,6,1,0,2,1,369,6
262,648,0,0,0,1,30,970,2
327,22,5,1,0,1,18,24,1
88,88,0,0,0,1,4,135,5
345,64,4,0,0,1,10,0,2
412,189,4,0,0,5,0,0,3
348,336,3,0,0,1,30,973,1
274,585,2,0,0,2,5,0,6
453,710,3,0,0,2,5,0,3
311,390,5,1,0,2,0,0,0
238,503,2,0,0,0,17,786,4
162,22,3,0,0,1,1,369,3
342,30,0,0,0,1,52,386,5
291,633,1,0,0,4,21,0,3
313,60,3,0,0,3,0,1003,3
241,10,4,0,0,1,16,713,1
126,80,5,1,0,1,6,401,1
12,92,1,0,0,5,9,661,4
403,106,2,0,0,2,0,0,4
244,13,5,1,0,1,46,360,6
426,144,5,1,0,1,6,390,1
9,18,3,0,0,1,6,401,1
106,51,4,0,0,2,5,0,0
282,32,6,1,0,0,11,454,4
28,14,0,0,0,0,11,454,3
312,18,3,0,0,1,1,369,4
339,13,5,1,0,5,0,1022,1
42,18,3,0,0,1,0,1051,4
368,28,2,0,0,1,17,784,1
225,546,2,0,0,1,18,0,4
292,4,1,0,0,1,47,928,6
106,18,5,1,0,1,1,369,6
109,127,0,0,0,3,15,356,2
126,250,0,0,0,1,6,401,3
37,77,3,0,0,0,10,0,2
71,4,5,1,0,5,20,23,4
412,44,5,1,0,2,0,0,4
22,202,2,0,0,2,5,0,4
309,22,6,1,0,1,0,1000,3
211,22,2,0,0,1,1,369,1
107,35,0,0,1,1,1,373,4
330,50,0,0,0,1,0,0,1
334,8,6,1,0,2,0,0,1
98,232,0,0,0,1,0,0,3
88,441,5,1,0,3,4,135,0
95,305,0,0,0,4,0,0,4
107,10,2,0,0,1,1,373,4
12,13,1,0,0,2,9,661,4
363,189,0,0,0,5,0,0,1
164,265,1,0,0,1,8,799,2
169,10,0,0,0,1,19,333,3
314,7,3,0,0,0,0,999,4
323,53,4,0,0,1,1,379,1
29,52,1,0,0,3,4,132,3
62,249,1,0,0,1,0,0,3
490,169,1,0,0,1,10,842,1
98,14,0,0,0,1,0,0,5
74,97,0,0,0,1,4,136,3
101,22,4,0,0,1,11,0,3
3,18,6,1,0,3,8,799,2
363,189,4,0,0,3,0,0,1
518,300,1,0,0,0,18,24,6
193,88,3,0,0,0,9,661,3
332,13,5,1,0,5,0,0,6
296,578,3,0,1,1,2,0,3
453,41,0,0,0,2,5,0,4
324,13,4,1,0,0,37,789,4
323,242,2,0,0,3,1,0,3
106,8,0,0,0,0,1,369,4
94,10,6,1,0,1,0,1007,5
247,4,4,0,0,2,19,0,0
327,8,4,0,0,1,18,24,3
501,97,5,1,0,1,19,0,4
3,13,6,1,0,1,8,799,2
348,8,3,0,0,1,30,973,3
426,121,4,0,0,0,6,393,2
343,30,6,1,0,0,0,1000,4
71,13,1,0,0,0,20,23,6
286,106,6,1,0,1,1,0,1
469,54,3,0,0,1,52,385,1
12,13,1,0,0,0,9,661,3
98,8,1,0,0,3,0,0,3
336,41,3,0,0,5,20,0,4
109,10,3,0,0,3,15,356,3
251,14,5,1,0,0,4,132,6
127,476,2,0,0,0,0,0,6
216,13,5,1,0,0,1,369,4
91,4,0,0,0,4,48,1067,3
407,114,2,0,0,0,45,0,2
278,4,4,0,0,1,0,1014,2
216,36,3,0,0,1,1,369,3
217,35,5,1,1,0,1,369,2
186,41,5,1,0,0,0,0,5
219,13,5,1,0,0,1,0,6
34,8,5,1,0,0,0,1012,0
340,30,1,0,0,0,0,0,3
106,18,4,0,0,1,1,369,6
316,22,1,0,0,0,0,0,3
132,4,5,1,0,2,33,0,5
177,170,1,0,0,1,1,369,2
36,490,3,0,0,1,0,999,3
174,22,3,0,0,3,8,799,1
419,179,1,0,0,1,61,656,2
143,320,0,0,0,2,5,0,2
212,96,2,0,0,2,1,0,3
143,76,1,0,0,2,5,0,3
322,67,5,1,0,1,4,0,0
45,4,3,0,0,1,11,0,4
49,4,4,0,0,0,31,151,1
227,4,6,1,0,2,5,0,2
316,28,0,0,0,4,0,0,1
39,363,2,0,0,3,8,799,2
503,368,0,0,1,1,1,369,4
119,8,4,1,0,0,1,0,4
21,279,0,0,0,0,1,0,4
88,93,5,1,0,5,4,135,1
128,37,0,0,0,0,6,401,4
58,749,3,0,0,3,8,799,6
426,37,5,1,0,0,6,390,3
230,18,1,0,0,1,1,0,4
75,2,6,1,0,2,5,0,4
436,484,2,0,0,5,0,0,4
402,64,5,1,0,1,51,813,5
31,30,2,0,0,3,8,799,3
72,22,5,1,0,3,26,0,1
222,134,1,0,0,4,0,0,4
328,22,6,1,0,5,0,1051,1
15,31,6,1,0,1,7,0,6
364,52,1,0,0,2,5,0,1
161,386,4,0,0,0,1,369,1
137,50,1,0,0,1,24,321,2
312,18,3,0,0,1,1,369,3
37,77,2,0,0,1,10,0,2
238,13,3,0,0,0,17,786,3
263,146,2,0,0,1,2,147,3
8,183,0,0,1,0,0,0,1
205,182,1,0,0,0,4,136,4
3,14,2,0,0,1,8,799,3
234,518,3,0,1,1,25,672,4
67,4,2,0,0,1,1,369,6
139,192,1,0,0,3,8,799,6
15,18,0,0,0,0,7,0,2
21,250,3,0,0,1,9,661,3
212,96,2,0,0,3,1,0,2
256,37,3,0,0,1,6,392,6
162,14,0,0,0,1,1,369,6
323,8,5,1,0,1,1,0,4
72,2,4,0,0,1,26,0,6
309,404,3,0,0,0,0,1000,4
325,8,5,1,0,1,1,369,6
541,185,0,0,0,1,7,410,2
429,730,3,0,0,2,6,0,1
515,18,2,0,0,0,0,0,2
82,223,4,0,0,1,0,0,1
8,39,4,0,0,0,0,0,1
3,11,5,1,0,1,8,799,6
339,95,0,0,0,2,0,1022,3
213,35,2,0,1,2,5,0,2
137,70,6,1,0,1,24,321,3
436,511,2,0,0,2,0,0,3
255,207,5,1,0,4,1,0,2
417,152,1,0,0,2,5,0,4
21,4,1,0,0,0,9,661,0
52,287,3,0,0,1,1,0,1
455,520,3,0,0,1,35,641,4
132,4,0,0,0,2,33,0,4
56,231,6,1,0,1,8,799,1
335,10,2,0,0,1,12,38,3
139,37,2,0,0,3,8,799,3
109,13,1,0,0,0,15,356,3
323,326,6,1,0,1,1,0,3
238,64,0,0,0,0,17,786,3
21,666,1,0,0,1,1,369,1
88,14,5,1,0,5,4,135,3
33,386,1,0,0,1,48,1065,1
68,85,4,0,0,0,1,369,1
101,22,3,0,0,0,11,0,1
244,13,3,0,0,0,46,360,0
96,22,6,1,0,0,0,999,3
56,22,5,1,0,1,8,799,6
237,182,4,0,0,0,19,345,2
233,37,4,0,0,5,23,0,6
3,805,2,0,0,3,8,799,1
313,13,2,0,0,5,0,1003,2
340,155,6,1,0,1,0,0,4
167,152,4,0,0,0,1,369,6
107,4,0,0,0,1,1,373,2
339,643,0,0,0,0,0,1022,6
309,350,4,1,0,5,0,1000,4
216,11,3,0,0,1,1,369,3
219,4,1,0,0,1,1,369,1
162,22,6,1,0,0,1,369,6
178,69,0,0,0,3,8,799,4
168,494,4,1,0,1,8,799,4
324,71,6,1,0,3,37,789,1
282,262,1,0,0,0,11,454,5
102,30,4,0,0,0,16,728,1
108,2,4,1,0,0,0,0,4
312,5,6,1,1,1,1,369,4
332,114,2,0,0,1,0,0,6
37,128,1,0,0,0,10,0,4
72,13,0,0,0,6,26,0,1
431,618,3,0,0,0,0,1004,6
140,28,3,0,0,1,16,712,6
88,8,5,1,0,1,4,135,4
286,106,4,0,0,1,52,386,6
108,2,4,0,0,0,0,0,2
87,4,2,0,0,1,1,373,4
122,13,0,0,0,1,4,128,3
527,820,5,1,0,1,1,369,3
74,42,1,0,0,1,4,128,4
3,36,3,0,0,3,8,799,3
169,10,4,0,0,1,19,333,2
262,53,5,1,0,1,30,970,4
172,77,2,0,0,1,1,369,1
56,30,4,0,0,3,8,799,3
5,201,5,1,0,3,8,799,3
331,30,5,1,0,4,6,0,1
62,249,1,0,0,1,0,0,2
441,708,5,1,0,1,0,0,5
186,371,0,0,0,0,0,0,1
178,581,2,0,0,1,8,799,0
88,13,3,0,0,1,4,135,5
313,18,3,0,0,5,0,1003,1
