user,item,weekday,isweekend,cost,weather,country,city,timeofday
3,0,0,0,0,3,8,799,4
29,0,1,0,0,3,4,132,1
11,0,3,0,0,1,0,0,1
12,0,0,0,0,5,9,0,5
9,0,5,1,0,0,6,402,3
2,0,6,1,0,1,11,454,1
11,0,4,0,0,1,0,0,3
8,0,4,0,0,0,0,0,3
18,0,6,1,0,1,41,0,1
38,0,3,0,0,1,1,379,4
9,0,1,0,0,5,6,401,6
7,0,0,0,0,3,8,799,1
31,0,2,0,0,1,8,799,4
14,0,0,0,0,0,3,505,1
32,0,0,0,0,0,1,373,4
52,0,4,0,0,1,1,0,3
11,0,4,1,0,1,0,0,5
49,0,6,1,0,1,31,151,4
9,0,0,0,0,0,6,401,3
6,0,0,0,0,1,6,400,3
16,0,5,1,0,1,19,0,1
19,0,0,0,0,0,6,401,2
10,0,6,1,0,5,0,0,5
34,0,4,0,0,1,0,1012,2
9,0,5,1,0,3,6,401,3
9,0,1,0,0,5,6,401,4
14,0,1,0,0,3,3,0,1
12,0,1,0,0,4,9,0,1
53,0,2,0,0,5,4,136,5
23,0,6,1,0,1,0,0,2
3,0,0,0,0,1,8,799,4
54,0,6,1,0,1,11,454,4
15,0,6,1,0,0,7,410,6
23,0,0,0,0,0,0,0,3
55,0,6,1,0,2,8,793,3
12,0,0,0,0,1,9,0,5
1,0,2,0,0,2,5,0,1
2,0,6,1,0,0,11,454,4
9,0,4,0,0,3,6,401,3
3,0,5,1,0,3,8,799,4
3,0,1,0,0,3,8,799,5
25,0,4,0,0,0,18,25,0
9,0,5,1,0,5,6,401,2
19,0,0,0,0,1,6,401,3
18,0,1,0,0,1,41,0,1
3,0,0,0,0,1,8,799,1
10,0,3,0,0,0,0,1028,4
43,0,5,1,0,1,6,401,4
26,0,3,0,0,1,0,1004,1
56,0,3,0,0,3,8,799,1
3,0,4,0,0,3,8,799,3
3,0,0,0,0,3,8,799,1
10,0,6,1,0,1,0,0,1
10,0,5,1,0,0,0,0,3
9,0,5,1,0,1,6,401,4
57,0,5,1,0,0,28,879,6
3,0,2,0,0,3,8,799,6
43,0,2,0,0,1,6,401,1
6,0,5,1,0,2,6,400,1
9,0,1,0,0,1,6,401,4
34,0,6,1,0,0,0,0,3
36,0,3,0,0,1,0,999,1
5,0,0,0,0,3,8,799,1
6,0,4,1,0,1,6,400,4
32,0,4,1,0,0,1,373,5
6,0,0,0,0,0,6,400,1
10,0,3,0,0,2,0,1028,4
31,0,2,0,0,3,8,799,1
5,0,4,0,0,1,8,799,1
6,0,3,0,0,0,6,400,4
6,0,0,0,0,1,6,400,2
6,0,5,1,0,1,6,400,1
17,0,0,0,0,1,4,129,1
18,0,6,1,0,5,41,0,1
11,0,2,0,0,0,0,0,3
26,0,3,0,0,0,0,1004,4
17,0,2,0,0,0,4,0,4
9,0,5,1,0,0,6,401,3
25,0,5,1,0,0,18,25,0
18,0,4,0,0,1,41,0,6
31,0,2,0,0,3,8,799,4
45,0,3,0,0,0,11,0,3
19,0,6,1,0,1,6,401,4
26,0,4,0,0,1,0,1004,2
11,0,2,0,0,1,0,0,3
27,0,4,0,0,1,0,1005,1
9,0,5,1,0,0,6,401,2
9,0,5,1,0,0,6,401,2
12,0,1,0,0,1,9,0,4
43,0,2,0,0,4,6,401,1
30,0,1,0,0,1,1,379,1
6,0,6,1,0,1,6,400,3
26,0,4,0,0,1,6,401,2
29,0,2,0,0,1,4,132,1
27,0,2,0,0,0,0,1005,2
19,0,0,0,0,1,6,401,6
26,0,0,0,0,0,6,401,3
7,0,2,0,0,1,8,799,1
5,0,2,0,0,1,8,799,1
3,0,4,0,0,3,8,799,1
37,0,4,0,0,0,10,0,1
6,0,3,0,0,1,6,400,1
3,0,4,0,0,1,8,799,6
6,0,5,1,0,1,6,400,0
9,0,6,1,0,3,6,401,3
9,0,4,1,0,5,6,401,4
2,0,4,0,0,1,11,454,3
41,0,6,1,0,1,0,994,1
18,0,2,0,0,5,41,0,6
6,0,0,0,0,0,6,400,5
9,0,4,1,0,1,6,401,4
12,0,2,0,0,1,9,0,3
12,0,0,0,0,1,9,661,1
6,0,1,0,0,1,6,400,1
17,0,2,0,0,4,4,129,1
1,0,5,1,0,2,5,0,2
3,0,4,1,0,3,8,799,4
9,0,0,0,0,1,6,401,3
14,0,1,0,0,0,3,0,1
58,0,3,0,0,3,8,799,6
3,0,2,0,0,1,8,799,6
59,0,1,0,0,1,6,0,2
14,0,2,0,0,1,3,505,1
26,0,4,0,0,4,6,401,2
3,0,6,1,0,1,8,799,2
45,0,6,1,0,1,11,0,1
11,0,4,1,0,0,0,0,4
9,0,1,0,0,1,6,401,6
3,0,2,0,0,3,8,799,2
11,0,3,0,0,0,0,0,1
3,0,6,1,0,3,8,799,2
18,0,5,1,0,1,41,0,3
2,0,2,0,0,0,11,454,5
9,0,4,0,0,4,6,401,3
10,0,6,1,0,0,0,0,5
29,0,0,0,0,1,4,132,3
25,0,4,1,0,0,18,25,4
6,0,6,1,0,0,6,400,3
6,0,6,1,0,1,6,400,1
25,0,4,0,0,1,18,25,0
60,0,3,0,0,1,0,0,1
48,0,3,0,0,1,6,0,6
17,0,6,1,0,0,4,0,2
26,0,4,0,0,5,6,401,2
39,0,6,1,0,3,8,799,3
10,0,6,1,0,5,0,0,4
22,0,2,0,0,2,5,0,4
12,0,4,1,0,0,9,661,4
29,0,0,0,0,1,4,132,1
29,0,0,0,0,1,4,132,1
15,0,0,0,0,0,7,0,1
29,0,1,0,0,1,4,132,6
25,0,2,0,0,1,18,25,4
34,0,4,0,0,0,0,1012,2
3,0,5,1,0,1,8,799,1
5,0,2,0,0,3,8,799,1
17,0,1,0,0,1,4,129,4
2,0,2,0,0,1,11,454,1
2,0,0,0,0,1,11,454,1
11,0,3,0,0,0,0,0,3
17,0,3,0,0,0,4,129,1
12,0,3,0,0,1,9,661,1
29,0,6,1,0,1,4,132,1
9,0,6,1,0,0,6,401,3
17,0,2,0,0,0,4,0,5
6,0,5,1,0,1,6,400,3
1,0,6,1,0,2,5,0,5
5,0,3,0,0,3,8,799,3
18,0,6,1,0,1,41,0,3
12,0,6,1,0,2,9,661,5
15,0,5,1,0,0,7,410,5
2,0,4,0,0,0,11,454,2
42,0,0,0,0,1,0,1051,5
26,0,6,1,0,1,11,454,2
27,0,3,0,0,3,0,1005,3
19,0,5,1,0,0,6,401,3
23,0,0,0,0,1,0,0,3
2,0,6,1,0,1,11,454,4
1,0,0,0,0,2,5,0,3
9,0,0,0,0,4,6,401,3
10,0,6,1,0,1,0,0,4
26,0,3,0,0,1,0,1004,4
25,0,3,0,0,3,18,25,4
61,0,1,0,0,1,0,0,4
43,0,5,1,0,4,6,401,4
3,0,1,0,0,1,8,799,3
8,0,2,0,0,0,0,0,3
7,0,3,0,0,3,8,799,3
5,0,1,0,0,3,8,799,3
12,0,0,0,0,0,9,661,3
9,0,6,1,0,1,6,401,4
2,0,4,0,0,0,11,454,1
15,0,0,0,0,1,7,0,1
3,0,4,1,0,1,8,799,4
25,0,3,0,0,0,18,25,4
57,0,5,1,0,1,28,879,6
10,0,3,0,0,5,0,1028,4
7,0,0,0,0,1,8,799,1
12,0,6,1,0,1,9,661,5
26,0,4,0,0,0,0,1004,2
7,0,3,0,0,1,8,799,1
17,0,1,0,0,3,4,129,1
19,0,1,0,0,1,6,401,1
10,0,5,1,0,0,0,0,2
1,0,1,0,0,2,5,0,4
9,0,6,1,0,1,6,401,1
55,0,6,1,0,0,8,793,3
32,0,2,0,0,0,1,379,1
17,0,3,0,0,1,4,129,1
8,0,6,1,0,0,0,0,4
1,0,3,0,0,2,5,0,0
26,0,4,0,0,0,6,401,2
9,0,5,1,0,5,6,401,4
16,0,2,0,0,1,19,0,4
12,0,6,1,0,0,9,661,1
9,0,4,1,0,0,6,401,4
62,0,1,0,0,1,0,0,5
23,0,6,1,0,0,0,0,4
9,0,5,1,0,4,6,401,3
9,0,5,1,0,3,6,401,2
25,0,4,0,0,1,18,25,1
58,0,3,0,0,1,8,799,6
5,0,1,0,0,1,8,799,3
7,0,6,1,0,3,8,799,3
11,0,5,1,0,0,0,0,1
25,0,5,1,0,0,18,25,2
9,0,3,0,0,1,6,401,4
21,0,0,0,0,3,9,661,1
29,0,0,0,0,4,4,132,1
56,0,3,0,0,1,8,799,1
1,0,1,0,0,2,5,0,3
9,0,4,0,0,5,6,401,3
16,0,4,0,0,1,19,0,2
37,0,4,0,0,1,10,0,1
12,0,0,0,0,4,9,0,5
14,0,5,1,0,0,3,505,3
26,0,3,0,0,0,0,1004,1
63,0,1,0,0,0,1,376,3
2,0,2,0,0,1,11,454,2
10,0,6,1,0,1,0,0,5
21,0,0,0,0,0,9,661,1
6,0,2,0,0,1,6,400,1
64,0,1,0,0,1,6,401,5
12,0,0,0,0,2,9,661,1
6,0,4,0,0,1,6,400,2
27,0,3,0,0,1,0,1005,3
23,0,6,1,0,0,0,0,2
9,0,4,1,0,3,6,401,4
18,0,4,0,0,1,41,0,3
10,0,6,1,0,0,0,0,4
65,1,5,1,0,1,1,0,3
65,1,2,0,0,0,1,369,6
65,1,3,0,0,1,1,369,4
65,1,6,1,0,1,1,0,2
66,1,0,0,0,2,1,378,4
65,1,6,1,0,0,1,0,2
65,1,4,0,0,0,1,369,0
65,1,4,0,0,1,1,369,1
65,1,5,1,0,0,1,0,4
65,1,1,0,0,1,1,369,4
65,1,2,0,0,1,1,369,4
65,1,6,1,0,1,1,369,4
65,1,3,0,0,0,1,369,4
65,1,4,0,0,0,1,369,3
67,1,3,0,0,1,1,369,1
65,1,6,1,0,1,1,369,3
65,1,3,0,0,0,1,369,3
65,1,6,1,0,0,1,369,0
65,1,4,1,0,0,1,369,5
65,1,5,1,0,1,1,0,4
65,1,4,1,0,1,1,369,4
65,1,2,0,0,1,1,369,0
65,1,0,0,0,1,1,369,4
65,1,2,0,0,0,1,369,4
65,1,4,0,0,0,1,369,1
68,1,1,0,0,1,1,369,1
69,1,2,0,0,2,5,0,3
66,1,0,0,0,0,1,378,4
52,1,4,0,0,1,1,369,1
65,1,4,1,0,1,1,369,5
65,1,6,1,0,0,1,369,4
65,1,2,0,0,1,1,369,6
65,1,1,0,0,0,1,0,3
65,1,6,1,0,1,1,369,1
65,1,5,1,0,1,1,0,6
65,1,3,0,0,1,1,369,6
65,1,1,0,0,0,1,369,3
65,1,4,1,0,0,1,369,4
65,1,3,0,0,0,1,373,5
65,1,5,1,0,1,1,369,1
65,1,4,0,0,1,1,369,3
65,1,5,1,0,0,1,369,4
65,1,0,0,0,1,1,369,6
65,1,4,0,0,1,1,369,0
65,1,5,1,0,0,1,369,0
68,1,6,1,0,1,1,369,4
65,1,5,1,0,0,1,0,6
65,1,2,0,0,1,1,369,3
65,1,1,0,0,0,1,369,6
65,1,5,1,0,1,1,369,2
65,1,0,0,0,1,1,369,1
68,1,4,0,0,1,1,369,1
65,1,0,0,0,0,1,369,1
65,1,1,0,0,1,1,369,6
65,1,5,1,0,0,1,0,3
66,1,0,0,0,1,1,378,4
65,1,5,1,0,0,1,369,1
65,1,0,0,0,1,1,369,5
65,1,5,1,0,1,1,369,3
65,1,1,0,0,0,1,369,4
65,1,6,1,0,0,1,369,1
70,2,3,0,0,2,0,1028,5
71,2,6,1,0,1,20,23,4
72,2,0,0,0,5,26,0,3
72,2,0,0,0,5,26,0,3
73,2,4,0,0,0,0,1004,3
74,2,4,0,0,0,4,136,1
75,2,0,0,0,2,5,0,4
76,2,4,1,0,1,17,786,4
77,2,2,0,0,2,5,0,3
39,2,5,1,0,3,8,799,3
78,2,3,0,0,1,6,401,4
78,2,3,0,0,1,6,401,4
79,2,3,0,0,2,5,0,4
80,2,0,0,0,2,4,0,1
81,2,5,1,0,0,0,0,1
82,2,5,1,0,5,0,0,2
83,2,3,0,0,1,4,128,3
81,2,4,1,0,1,0,1007,4
84,2,5,1,0,1,1,369,2
82,2,4,1,0,1,0,1028,4
85,2,4,0,0,0,0,0,6
86,2,6,1,0,1,1,369,5
82,2,4,0,0,1,0,1028,3
82,2,4,0,0,1,0,1028,3
87,2,5,1,0,1,1,369,0
46,2,0,0,0,1,1,369,4
31,2,3,0,0,1,8,799,0
82,2,0,0,0,0,0,1028,3
81,2,1,0,0,0,0,0,1
82,2,2,0,0,1,0,1028,1
74,2,0,0,0,1,4,136,1
75,2,6,1,0,2,5,0,2
88,2,3,0,0,3,4,135,6
89,2,6,1,0,2,5,0,3
90,2,5,1,0,1,1,369,1
81,2,3,0,0,0,0,0,4
75,2,2,0,0,2,5,0,2
82,2,6,1,0,3,0,0,2
74,2,0,0,0,1,4,128,4
39,2,2,0,0,1,8,799,4
82,2,4,1,0,5,0,0,4
71,2,0,0,0,1,20,23,6
91,2,0,0,0,4,48,1067,6
39,2,5,1,0,1,8,799,2
92,2,1,0,0,1,13,0,4
74,2,6,1,0,0,4,128,1
31,2,0,0,0,2,8,799,2
71,2,1,0,0,0,20,23,2
74,2,5,1,0,1,4,128,0
75,2,4,0,0,2,5,0,6
88,2,1,0,0,1,4,135,1
93,2,1,0,0,1,0,0,6
94,2,6,1,0,1,0,1007,5
25,2,3,0,0,1,18,25,2
95,2,1,0,0,1,0,0,4
80,2,3,0,0,0,4,0,4
80,2,3,0,0,0,4,0,4
96,2,4,1,0,0,0,0,4
31,2,1,0,0,3,8,799,6
25,2,3,0,0,0,18,25,2
97,2,5,1,0,3,0,1044,6
98,2,6,1,0,1,0,0,4
82,2,3,0,0,3,0,1028,3
99,2,6,1,0,1,0,1007,3
100,2,0,0,0,0,0,1001,1
90,2,3,0,0,1,1,369,4
82,2,2,0,0,0,0,1028,1
101,2,4,0,0,1,11,0,3
82,2,4,1,0,2,0,1028,5
71,2,4,1,0,0,20,23,4
72,2,2,0,0,4,26,0,6
82,2,5,1,0,0,0,1028,3
82,2,1,0,0,0,0,1028,1
81,2,4,0,0,0,0,1007,1
31,2,1,0,0,1,8,799,6
90,2,3,0,0,1,1,369,3
82,2,5,1,0,5,0,1028,3
102,2,1,0,0,1,16,728,2
103,2,2,0,0,1,16,715,1
39,2,4,1,0,1,8,799,5
74,2,5,1,0,0,4,136,1
46,2,0,0,0,0,1,0,2
46,2,6,1,0,1,1,369,5
82,2,4,0,0,5,0,1028,2
104,2,6,1,0,1,3,514,1
98,2,6,1,0,5,0,0,3
72,2,5,1,0,2,26,0,1
99,2,5,1,0,1,0,0,5
105,2,1,0,0,0,16,724,4
82,2,0,0,0,0,0,1028,4
106,2,5,1,0,1,1,369,3
87,2,0,0,0,0,1,373,3
82,2,6,1,0,5,0,1028,1
107,2,4,0,0,0,1,373,1
94,2,6,1,0,1,0,1007,3
105,2,6,1,0,0,16,724,4
77,2,6,1,0,1,53,93,6
108,2,4,1,0,1,0,0,4
82,2,3,0,0,5,0,1028,4
109,2,4,0,0,0,15,356,6
75,2,2,0,0,2,5,0,3
72,2,5,1,0,4,26,0,1
39,2,3,0,0,3,8,799,5
69,2,0,0,0,2,5,0,6
78,2,3,0,0,4,6,401,4
94,2,6,1,0,1,0,1007,6
81,2,4,0,0,0,0,0,6
83,2,0,0,0,1,4,128,5
83,2,3,0,0,1,4,128,2
95,2,1,0,0,0,0,0,4
70,2,6,1,0,0,0,1028,1
109,2,0,0,0,3,15,356,2
39,2,1,0,0,1,8,799,2
82,2,6,1,0,5,0,1028,6
110,2,5,1,0,0,0,1039,1
72,2,6,1,0,2,26,0,3
74,2,0,0,0,0,4,136,1
70,2,2,0,0,5,0,1028,2
87,2,6,1,0,0,1,373,4
94,2,4,0,0,2,0,1007,3
98,2,5,1,0,1,0,1013,4
111,2,2,0,0,3,8,802,4
112,2,3,0,0,2,5,0,2
74,2,4,1,0,1,4,136,4
88,2,5,1,0,1,4,135,4
108,2,4,1,0,4,0,0,4
113,2,2,0,0,1,53,115,2
74,2,3,0,0,0,4,136,1
83,2,5,1,0,1,4,128,5
114,2,0,0,0,0,43,440,6
75,2,1,0,0,2,5,0,1
25,2,4,0,0,0,18,25,2
106,2,6,1,0,2,5,0,6
81,2,2,0,0,4,0,0,3
90,2,4,1,0,1,1,369,4
106,2,6,1,0,0,1,0,1
70,2,2,0,0,1,0,1028,1
77,2,0,0,0,1,53,93,6
29,2,5,1,0,1,4,132,3
71,2,4,1,0,1,20,23,4
82,2,1,0,0,0,0,1028,3
82,2,1,0,0,0,0,1028,3
115,2,0,0,0,3,8,799,2
81,2,3,0,0,1,0,0,4
71,2,6,1,0,4,20,23,1
74,2,1,0,0,1,4,128,6
98,2,2,0,0,5,0,0,4
116,2,2,0,0,5,26,306,5
117,2,4,0,0,0,4,136,3
98,2,0,0,0,1,0,0,2
107,2,0,0,0,1,1,373,1
82,2,6,1,0,0,0,0,2
118,2,2,0,0,1,16,712,3
81,2,4,0,0,1,0,1007,1
105,2,2,0,0,0,16,724,6
95,2,1,0,0,0,0,0,1
111,2,6,1,0,2,8,802,4
112,2,2,0,0,2,5,0,5
82,2,1,0,0,0,0,1028,2
82,2,1,0,0,0,0,1028,2
82,2,4,0,0,0,0,1028,3
114,2,0,0,0,1,43,440,6
73,2,4,0,0,2,0,1004,3
111,2,2,0,0,3,8,802,3
74,2,1,0,0,1,4,128,3
94,2,4,1,0,0,0,1007,4
74,2,4,0,0,4,4,136,1
119,2,6,1,0,0,1,0,6
92,2,0,0,0,1,13,0,6
72,2,5,1,0,5,26,0,4
94,2,3,0,0,5,0,1007,4
120,2,0,0,0,1,35,641,3
72,2,4,0,0,3,26,0,1
55,2,6,1,0,2,8,793,3
121,2,3,0,0,2,5,0,4
71,2,5,1,0,5,20,23,1
80,2,2,0,0,5,4,0,4
84,2,6,1,0,1,1,369,6
122,2,2,0,0,4,4,136,6
79,2,3,0,0,2,5,0,6
123,2,6,1,0,1,63,0,4
124,2,5,1,0,1,22,251,5
125,2,0,0,0,0,4,135,6
83,2,6,1,0,1,4,128,6
87,2,4,0,0,1,1,373,2
81,2,6,1,0,0,0,0,3
126,2,2,0,0,1,6,401,1
82,2,4,0,0,2,0,1028,3
82,2,4,0,0,2,0,1028,3
75,2,1,0,0,2,5,0,5
71,2,5,1,0,2,20,23,6
127,2,2,0,0,0,0,0,6
106,2,5,1,0,2,1,369,3
